#X     Z        log_Rho      Rho    
302.50 -7.55    2.29         195.00 
302.50 -9.06    2.30         198.00 
302.50 -10.57   2.22         166.00 
302.50 -12.08   1.99         98.00  
302.50 -13.59   1.82         66.00  
302.50 -15.10   1.85         71.00  
302.50 -16.61   1.88         76.00  
302.50 -18.12   1.91         81.00  
302.50 -19.63   1.93         86.00  
302.50 -21.14   1.96         91.00  
302.50 -22.65   1.99         97.00  
302.50 -24.16   2.01         103.00 
302.50 -25.67   2.04         110.00 
302.50 -27.18   2.06         116.00 
302.50 -28.69   2.09         123.00 
302.50 -30.20   2.10         125.00 
302.50 -31.71   2.10         125.00 
302.50 -33.22   2.10         125.00 
302.50 -34.73   2.11         128.00 
302.50 -36.24   2.13         136.00 
302.50 -37.75   2.16         145.00 
302.50 -39.26   2.19         155.00 
302.50 -40.77   2.22         165.00 
302.50 -42.28   2.24         173.00 
302.50 -43.79   2.26         181.00 
302.50 -45.30   2.27         188.00 
302.50 -46.81   2.29         195.00 
302.50 -48.32   2.30         199.00 
302.50 -49.83   2.30         200.00 
302.50 -51.34   2.30         200.00 
302.50 -52.85   2.30         200.00 
302.50 -54.36   2.30         200.00 
302.50 -55.87   2.30         200.00 
302.50 -57.38   2.30         200.00 
302.50 -58.89   2.30         200.00 
302.50 -60.40   2.30         200.00 
305.00 0.00     1.96         92.00  
305.00 -1.51    2.04         109.00 
305.00 -3.02    2.16         143.00 
305.00 -4.53    2.24         174.00 
305.00 -6.04    2.28         191.00 
305.00 -7.55    2.29         195.00 
305.00 -9.06    2.30         199.00 
305.00 -10.57   2.23         168.00 
305.00 -12.08   2.00         99.00  
305.00 -13.59   1.81         65.00  
305.00 -15.10   1.85         71.00  
305.00 -16.61   1.88         76.00  
305.00 -18.12   1.91         81.00  
305.00 -19.63   1.93         86.00  
305.00 -21.14   1.96         92.00  
305.00 -22.65   2.00         99.00  
305.00 -24.16   2.03         106.00 
305.00 -25.67   2.05         112.00 
305.00 -27.18   2.08         119.00 
305.00 -28.69   2.09         124.00 
305.00 -30.20   2.10         125.00 
305.00 -31.71   2.10         125.00 
305.00 -33.22   2.10         125.00 
305.00 -34.73   2.10         127.00 
305.00 -36.24   2.13         134.00 
305.00 -37.75   2.16         144.00 
305.00 -39.26   2.19         155.00 
305.00 -40.77   2.22         165.00 
305.00 -42.28   2.24         173.00 
305.00 -43.79   2.26         182.00 
305.00 -45.30   2.28         190.00 
305.00 -46.81   2.29         197.00 
305.00 -48.32   2.30         200.00 
305.00 -49.83   2.30         200.00 
305.00 -51.34   2.30         200.00 
305.00 -52.85   2.30         200.00 
305.00 -54.36   2.30         200.00 
305.00 -55.87   2.30         200.00 
305.00 -57.38   2.30         200.00 
305.00 -58.89   2.30         200.00 
305.00 -60.40   2.30         200.00 
307.50 0.00     1.96         92.00  
307.50 -1.51    2.04         109.00 
307.50 -3.02    2.16         143.00 
307.50 -4.53    2.24         174.00 
307.50 -6.04    2.28         189.00 
307.50 -7.55    2.28         192.00 
307.50 -9.06    2.29         194.00 
307.50 -10.57   2.21         163.00 
307.50 -12.08   1.99         97.00  
307.50 -13.59   1.81         65.00  
307.50 -15.10   1.85         70.00  
307.50 -16.61   1.87         74.00  
307.50 -18.12   1.90         79.00  
307.50 -19.63   1.93         85.00  
307.50 -21.14   1.96         92.00  
307.50 -22.65   2.00         101.00 
307.50 -24.16   2.04         109.00 
307.50 -25.67   2.07         118.00 
307.50 -27.18   2.09         124.00 
307.50 -28.69   2.10         125.00 
307.50 -30.20   2.10         125.00 
307.50 -31.71   2.10         125.00 
307.50 -33.22   2.10         125.00 
307.50 -34.73   2.10         127.00 
307.50 -36.24   2.13         134.00 
307.50 -37.75   2.16         144.00 
307.50 -39.26   2.19         155.00 
307.50 -40.77   2.22         165.00 
307.50 -42.28   2.24         173.00 
307.50 -43.79   2.26         182.00 
307.50 -45.30   2.28         190.00 
307.50 -46.81   2.29         197.00 
307.50 -48.32   2.30         200.00 
307.50 -49.83   2.30         200.00 
307.50 -51.34   2.30         200.00 
307.50 -52.85   2.30         200.00 
307.50 -54.36   2.30         200.00 
307.50 -55.87   2.30         200.00 
307.50 -57.38   2.30         200.00 
307.50 -58.89   2.30         200.00 
307.50 -60.40   2.30         200.00 
310.00 0.00     1.96         92.00  
310.00 -1.51    2.04         109.00 
310.00 -3.02    2.16         143.00 
310.00 -4.53    2.24         173.00 
310.00 -6.04    2.27         188.00 
310.00 -7.55    2.27         188.00 
310.00 -9.06    2.28         189.00 
310.00 -10.57   2.20         159.00 
310.00 -12.08   1.98         96.00  
310.00 -13.59   1.81         65.00  
310.00 -15.10   1.84         69.00  
310.00 -16.61   1.86         73.00  
310.00 -18.12   1.89         77.00  
310.00 -19.63   1.92         83.00  
310.00 -21.14   1.95         90.00  
310.00 -22.65   2.00         101.00 
310.00 -24.16   2.05         111.00 
310.00 -25.67   2.08         121.00 
310.00 -27.18   2.10         125.00 
310.00 -28.69   2.10         125.00 
310.00 -30.20   2.10         125.00 
310.00 -31.71   2.10         125.00 
310.00 -33.22   2.10         126.00 
310.00 -34.73   2.11         130.00 
310.00 -36.24   2.14         137.00 
310.00 -37.75   2.16         146.00 
310.00 -39.26   2.19         156.00 
310.00 -40.77   2.22         165.00 
310.00 -42.28   2.24         174.00 
310.00 -43.79   2.26         182.00 
310.00 -45.30   2.28         191.00 
310.00 -46.81   2.30         198.00 
310.00 -48.32   2.30         200.00 
310.00 -49.83   2.30         200.00 
310.00 -51.34   2.30         200.00 
310.00 -52.85   2.30         200.00 
310.00 -54.36   2.30         200.00 
310.00 -55.87   2.30         200.00 
310.00 -57.38   2.30         200.00 
310.00 -58.89   2.30         200.00 
310.00 -60.40   2.30         200.00 
312.50 0.00     1.96         92.00  
312.50 -1.51    2.04         109.00 
312.50 -3.02    2.16         143.00 
312.50 -4.53    2.24         175.00 
312.50 -6.04    2.28         189.00 
312.50 -7.55    2.27         188.00 
312.50 -9.06    2.27         188.00 
312.50 -10.57   2.20         158.00 
312.50 -12.08   1.98         96.00  
312.50 -13.59   1.79         62.00  
312.50 -15.10   1.80         63.00  
312.50 -16.61   1.82         66.00  
312.50 -18.12   1.85         71.00  
312.50 -19.63   1.90         79.00  
312.50 -21.14   1.95         90.00  
312.50 -22.65   2.00         101.00 
312.50 -24.16   2.05         113.00 
312.50 -25.67   2.09         122.00 
312.50 -27.18   2.10         125.00 
312.50 -28.69   2.10         125.00 
312.50 -30.20   2.10         125.00 
312.50 -31.71   2.10         125.00 
312.50 -33.22   2.10         127.00 
312.50 -34.73   2.12         133.00 
312.50 -36.24   2.15         141.00 
312.50 -37.75   2.17         149.00 
312.50 -39.26   2.20         157.00 
312.50 -40.77   2.22         165.00 
312.50 -42.28   2.24         174.00 
312.50 -43.79   2.26         183.00 
312.50 -45.30   2.28         192.00 
312.50 -46.81   2.30         198.00 
312.50 -48.32   2.30         200.00 
312.50 -49.83   2.30         200.00 
312.50 -51.34   2.30         200.00 
312.50 -52.85   2.30         200.00 
312.50 -54.36   2.30         200.00 
312.50 -55.87   2.30         200.00 
312.50 -57.38   2.30         200.00 
312.50 -58.89   2.30         200.00 
312.50 -60.40   2.30         200.00 
315.00 0.00     1.96         92.00  
315.00 -1.51    2.04         110.00 
315.00 -3.02    2.17         147.00 
315.00 -4.53    2.26         182.00 
315.00 -6.04    2.29         197.00 
315.00 -7.55    2.29         194.00 
315.00 -9.06    2.28         190.00 
315.00 -10.57   2.20         159.00 
315.00 -12.08   1.98         96.00  
315.00 -13.59   1.78         60.00  
315.00 -15.10   1.75         56.00  
315.00 -16.61   1.75         56.00  
315.00 -18.12   1.81         64.00  
315.00 -19.63   1.89         77.00  
315.00 -21.14   1.95         90.00  
315.00 -22.65   2.01         102.00 
315.00 -24.16   2.06         114.00 
315.00 -25.67   2.09         123.00 
315.00 -27.18   2.10         125.00 
315.00 -28.69   2.10         125.00 
315.00 -30.20   2.10         125.00 
315.00 -31.71   2.10         125.00 
315.00 -33.22   2.10         127.00 
315.00 -34.73   2.12         133.00 
315.00 -36.24   2.15         142.00 
315.00 -37.75   2.18         150.00 
315.00 -39.26   2.20         158.00 
315.00 -40.77   2.22         166.00 
315.00 -42.28   2.24         175.00 
315.00 -43.79   2.26         183.00 
315.00 -45.30   2.28         192.00 
315.00 -46.81   2.30         198.00 
315.00 -48.32   2.30         200.00 
315.00 -49.83   2.30         200.00 
315.00 -51.34   2.30         200.00 
315.00 -52.85   2.30         200.00 
315.00 -54.36   2.30         200.00 
315.00 -55.87   2.30         200.00 
315.00 -57.38   2.30         200.00 
315.00 -58.89   2.30         200.00 
315.00 -60.40   2.30         200.00 
317.50 0.00     1.97         93.00  
317.50 -1.51    2.05         113.00 
317.50 -3.02    2.18         153.00 
317.50 -4.53    2.28         189.00 
317.50 -6.04    2.31         204.00 
317.50 -7.55    2.30         198.00 
317.50 -9.06    2.28         192.00 
317.50 -10.57   2.20         159.00 
317.50 -12.08   1.98         96.00  
317.50 -13.59   1.78         60.00  
317.50 -15.10   1.73         54.00  
317.50 -16.61   1.74         55.00  
317.50 -18.12   1.81         65.00  
317.50 -19.63   1.89         78.00  
317.50 -21.14   1.96         91.00  
317.50 -22.65   2.01         103.00 
317.50 -24.16   2.06         115.00 
317.50 -25.67   2.09         123.00 
317.50 -27.18   2.10         125.00 
317.50 -28.69   2.10         125.00 
317.50 -30.20   2.10         125.00 
317.50 -31.71   2.10         125.00 
317.50 -33.22   2.10         125.00 
317.50 -34.73   2.11         128.00 
317.50 -36.24   2.13         136.00 
317.50 -37.75   2.16         146.00 
317.50 -39.26   2.19         156.00 
317.50 -40.77   2.22         165.00 
317.50 -42.28   2.24         173.00 
317.50 -43.79   2.26         180.00 
317.50 -45.30   2.27         187.00 
317.50 -46.81   2.29         194.00 
317.50 -48.32   2.30         199.00 
317.50 -49.83   2.30         200.00 
317.50 -51.34   2.30         200.00 
317.50 -52.85   2.30         200.00 
317.50 -54.36   2.30         200.00 
317.50 -55.87   2.30         200.00 
317.50 -57.38   2.30         200.00 
317.50 -58.89   2.30         200.00 
317.50 -60.40   2.30         200.00 
320.00 0.00     1.97         94.00  
320.00 -1.51    2.06         114.00 
320.00 -3.02    2.18         153.00 
320.00 -4.53    2.28         189.00 
320.00 -6.04    2.31         202.00 
320.00 -7.55    2.29         196.00 
320.00 -9.06    2.28         191.00 
320.00 -10.57   2.20         160.00 
320.00 -12.08   1.99         97.00  
320.00 -13.59   1.78         60.00  
320.00 -15.10   1.72         53.00  
320.00 -16.61   1.74         55.00  
320.00 -18.12   1.82         66.00  
320.00 -19.63   1.90         79.00  
320.00 -21.14   1.96         92.00  
320.00 -22.65   2.02         104.00 
320.00 -24.16   2.06         116.00 
320.00 -25.67   2.09         124.00 
320.00 -27.18   2.10         125.00 
320.00 -28.69   2.10         125.00 
320.00 -30.20   2.10         125.00 
320.00 -31.71   2.10         125.00 
320.00 -33.22   2.10         125.00 
320.00 -34.73   2.10         125.00 
320.00 -36.24   2.11         130.00 
320.00 -37.75   2.15         140.00 
320.00 -39.26   2.18         153.00 
320.00 -40.77   2.21         164.00 
320.00 -42.28   2.23         170.00 
320.00 -43.79   2.25         177.00 
320.00 -45.30   2.26         183.00 
320.00 -46.81   2.28         190.00 
320.00 -48.32   2.29         196.00 
320.00 -49.83   2.30         199.00 
320.00 -51.34   2.30         200.00 
320.00 -52.85   2.30         200.00 
320.00 -54.36   2.30         200.00 
320.00 -55.87   2.30         200.00 
320.00 -57.38   2.30         200.00 
320.00 -58.89   2.30         200.00 
320.00 -60.40   2.30         200.00 
322.50 0.00     1.97         94.00  
322.50 -1.51    2.06         114.00 
322.50 -3.02    2.17         149.00 
322.50 -4.53    2.26         182.00 
322.50 -6.04    2.34         217.00 
322.50 -7.55    2.36         230.00 
322.50 -9.06    2.31         205.00 
322.50 -10.57   2.19         156.00 
322.50 -12.08   1.98         96.00  
322.50 -13.59   1.78         60.00  
322.50 -15.10   1.73         54.00  
322.50 -16.61   1.73         54.00  
322.50 -18.12   1.81         65.00  
322.50 -19.63   1.91         81.00  
322.50 -21.14   1.97         94.00  
322.50 -22.65   2.02         105.00 
322.50 -24.16   2.06         115.00 
322.50 -25.67   2.09         123.00 
322.50 -27.18   2.10         125.00 
322.50 -28.69   2.10         125.00 
322.50 -30.20   2.10         125.00 
322.50 -31.71   2.10         125.00 
322.50 -33.22   2.10         125.00 
322.50 -34.73   2.10         125.00 
322.50 -36.24   2.11         129.00 
322.50 -37.75   2.15         140.00 
322.50 -39.26   2.18         153.00 
322.50 -40.77   2.21         164.00 
322.50 -42.28   2.23         171.00 
322.50 -43.79   2.25         177.00 
322.50 -45.30   2.26         184.00 
322.50 -46.81   2.28         190.00 
322.50 -48.32   2.29         196.00 
322.50 -49.83   2.30         199.00 
322.50 -51.34   2.30         200.00 
322.50 -52.85   2.30         200.00 
322.50 -54.36   2.30         200.00 
322.50 -55.87   2.30         200.00 
322.50 -57.38   2.30         200.00 
322.50 -58.89   2.30         200.00 
322.50 -60.40   2.30         200.00 
325.00 0.00     1.95         90.00  
325.00 -1.51    2.03         106.00 
325.00 -3.02    2.12         133.00 
325.00 -4.53    2.20         159.00 
325.00 -6.04    2.28         191.00 
325.00 -7.55    2.31         205.00 
325.00 -9.06    2.26         180.00 
325.00 -10.57   2.14         138.00 
325.00 -12.08   1.95         90.00  
325.00 -13.59   1.78         60.00  
325.00 -15.10   1.72         53.00  
325.00 -16.61   1.72         52.00  
325.00 -18.12   1.79         61.00  
325.00 -19.63   1.89         78.00  
325.00 -21.14   1.97         93.00  
325.00 -22.65   2.01         102.00 
325.00 -24.16   2.05         112.00 
325.00 -25.67   2.08         121.00 
325.00 -27.18   2.10         125.00 
325.00 -28.69   2.10         125.00 
325.00 -30.20   2.10         125.00 
325.00 -31.71   2.10         125.00 
325.00 -33.22   2.10         125.00 
325.00 -34.73   2.10         125.00 
325.00 -36.24   2.11         130.00 
325.00 -37.75   2.15         141.00 
325.00 -39.26   2.18         153.00 
325.00 -40.77   2.21         164.00 
325.00 -42.28   2.24         172.00 
325.00 -43.79   2.26         180.00 
325.00 -45.30   2.27         187.00 
325.00 -46.81   2.29         194.00 
325.00 -48.32   2.30         199.00 
325.00 -49.83   2.30         200.00 
325.00 -51.34   2.30         200.00 
325.00 -52.85   2.30         200.00 
325.00 -54.36   2.30         200.00 
325.00 -55.87   2.30         200.00 
325.00 -57.38   2.30         200.00 
325.00 -58.89   2.30         200.00 
325.00 -60.40   2.30         200.00 
327.50 0.00     1.91         81.00  
327.50 -1.51    1.93         86.00  
327.50 -3.02    2.01         102.00 
327.50 -4.53    2.06         116.00 
327.50 -6.04    2.06         116.00 
327.50 -7.55    2.05         111.00 
327.50 -9.06    2.04         110.00 
327.50 -10.57   2.00         101.00 
327.50 -12.08   1.88         76.00  
327.50 -13.59   1.78         60.00  
327.50 -15.10   1.72         53.00  
327.50 -16.61   1.70         50.00  
327.50 -18.12   1.76         57.00  
327.50 -19.63   1.88         75.00  
327.50 -21.14   1.96         92.00  
327.50 -22.65   2.02         104.00 
327.50 -24.16   2.06         115.00 
327.50 -25.67   2.09         123.00 
327.50 -27.18   2.10         125.00 
327.50 -28.69   2.10         125.00 
327.50 -30.20   2.10         125.00 
327.50 -31.71   2.10         125.00 
327.50 -33.22   2.10         125.00 
327.50 -34.73   2.10         125.00 
327.50 -36.24   2.12         131.00 
327.50 -37.75   2.15         141.00 
327.50 -39.26   2.18         152.00 
327.50 -40.77   2.21         163.00 
327.50 -42.28   2.24         173.00 
327.50 -43.79   2.26         182.00 
327.50 -45.30   2.28         190.00 
327.50 -46.81   2.29         197.00 
327.50 -48.32   2.30         200.00 
327.50 -49.83   2.30         200.00 
327.50 -51.34   2.30         200.00 
